Invoice_No,Payment_Value,Payment_Date,DSO_Days
INV002130,249318.22,2025-12-27,0
INV002131,226442.26,2026-01-10,15
INV002132,204684.89,2025-12-06,0
INV002133,117726.23,2025-12-24,0
INV002134,81014.11,2025-12-11,0
INV002135,92635.0,2025-12-22,0
INV002136,1392894.58,2025-12-24,0
INV002137,838628.64,2025-12-06,0
INV002138,1001140.31,2026-01-16,30
INV002139,545678.31,2025-12-16,0
INV002140,1186681.17,2025-12-25,0
INV002141,590339.26,2025-12-19,0
INV002142,892494.28,2026-03-14,90
INV002143,457973.54,2025-12-12,0
INV002144,993677.43,2025-12-25,15
INV002145,545291.77,2025-12-27,0
INV002146,1099566.98,2025-12-03,0
INV002147,552020.52,2025-12-13,0
INV002148,377187.9,2025-12-06,0
INV002149,531216.98,2025-12-25,0
INV002150,319021.0,2026-01-05,15
INV002151,246048.31,2026-01-02,30
INV002152,100998.73,2025-12-31,30
INV002153,176173.63,2025-12-25,0
INV002154,524645.16,2025-12-19,0
INV002155,274237.06,2025-12-05,0
INV002156,251597.26,2026-01-08,15
INV002157,467995.14,2026-01-07,15
INV002158,389159.44,2026-01-26,45
INV002159,177598.98,2026-02-07,45
INV002160,170558.26,2025-12-11,0
INV002161,896707.09,2025-12-02,0
INV002162,876802.53,2025-12-18,0
INV002163,1426363.22,2026-01-25,30
INV002164,361349.42,2026-01-04,30
INV002165,1937898.07,2025-12-17,0
INV002166,924640.11,2026-01-06,15
INV002167,1281138.7,2025-12-11,0
INV002168,919004.23,2025-12-20,0
INV002169,1469152.87,2025-12-17,0
INV002170,1840452.26,2025-12-26,0
INV002171,862309.03,2025-12-27,15
INV002172,710092.09,2025-12-19,15
INV002173,626592.51,2026-02-02,60
INV002174,367664.33,2025-12-22,0
INV002175,360992.91,2026-01-28,45
INV002176,393361.72,2025-12-19,15
INV002177,393666.44,2025-12-15,0
INV002178,190534.31,2025-12-27,0
INV002179,253285.68,2025-12-18,0
INV002180,237578.48,2026-01-16,45
INV002181,330967.8,2025-12-09,0
INV002182,201001.99,2025-12-05,0
INV002183,315055.79,2026-01-06,30
INV002184,337740.9,2025-12-13,0
INV002185,118120.89,2025-12-01,0
INV002186,109417.29,2025-12-19,0
INV002187,214836.63,2026-02-03,60
INV002188,175993.52,2025-12-18,0
INV002189,1455450.79,2025-12-21,0
INV002190,880978.93,2025-12-21,0
INV002191,1385068.31,2025-12-13,0
INV002192,324099.52,2026-01-07,15
INV002193,1136244.89,2025-12-20,0
INV002194,1352884.05,2025-12-10,0
INV002195,1492765.94,2025-12-18,0
INV002196,749614.09,2026-01-02,15
INV002197,629277.58,2026-02-03,45
INV002198,427398.03,2025-12-08,0
INV002199,528842.79,2025-12-19,15
INV002200,1333925.89,2025-12-15,0
INV002201,678475.55,2025-12-01,0
INV002202,1024204.08,2025-12-20,15
INV002203,586183.96,2025-12-07,0
INV002204,679774.95,2026-01-01,15
INV002205,751246.02,2025-12-21,15
INV002206,579608.45,2026-01-12,30
INV002207,981535.37,2025-12-27,0
INV002208,1047253.01,2025-12-08,0
INV002209,199684.55,2025-12-22,0
INV002210,314018.59,2026-01-11,15
INV002211,124639.85,2025-12-29,15
INV002212,163801.52,2025-12-22,0
INV002213,84075.24,2026-01-31,60
INV002214,317181.83,2026-03-18,90
INV002215,607565.72,2026-01-12,30
INV002216,956621.42,2026-01-23,30
INV002217,226314.65,2025-12-02,0
INV002218,782984.29,2025-12-24,0
INV002219,947195.24,2025-12-20,0
INV002220,232297.19,2025-12-02,0
INV002221,277603.76,2026-02-09,60
INV002222,178184.1,2025-12-21,0
INV002223,244834.92,2026-02-23,60
INV002224,564523.49,2025-12-24,15
INV002225,1061570.25,2026-01-06,30
INV002226,872958.31,2026-01-17,30
INV002227,292917.33,2025-12-03,0
INV002228,498819.1,2025-12-03,0
INV002229,753787.06,2025-12-25,0
INV002230,765306.03,2025-12-09,0
INV002231,738240.92,2025-12-12,0
INV002232,526232.15,2025-12-27,0
INV002233,343668.85,2026-02-03,60
INV002234,400215.14,2026-01-08,30
INV002235,737507.44,2025-12-02,0
INV002236,185119.9,2026-01-08,15
INV002237,283846.11,2025-12-02,0
INV002238,179434.62,2026-01-13,30
INV002239,514124.58,2025-12-06,0
INV002240,110710.03,2025-12-08,0
INV002241,518766.7,2025-12-18,0
INV002242,177489.49,2026-01-03,30
INV002243,690099.28,2025-12-15,0
INV002244,450030.28,2026-01-14,30
INV002245,580347.47,2025-12-20,0
INV002246,499310.3,2025-12-12,0
INV002247,307935.02,2025-12-25,15
INV002248,281664.8,2025-12-27,0
INV002249,632586.55,2025-12-17,0
INV002250,1256248.32,2025-12-17,0
INV002251,1274692.59,2026-01-01,30
INV002252,451357.73,2025-12-25,0
INV002253,1663734.38,2025-12-19,15
INV002254,1715515.37,2026-01-04,30
INV002255,995452.41,2026-01-06,30
INV002256,1644749.95,2025-12-02,0
INV002257,550790.2,2025-12-04,0
INV002258,504333.66,2026-01-16,45
INV002259,639859.73,2025-12-08,0
INV002260,1357901.72,2025-12-26,0
INV002261,899271.53,2025-12-02,0
INV002262,561694.67,2025-12-16,0
INV002263,655346.76,2025-12-02,0
INV002264,1297539.48,2025-12-24,0
INV002265,289743.27,2025-12-26,15
INV002266,231254.31,2025-12-20,0
INV002267,166965.12,2026-03-03,90
INV002268,290011.69,2025-12-05,0
INV002269,43878.52,2025-12-14,0
INV002270,162917.37,2025-12-20,0
INV002271,269771.03,2025-12-15,0
INV002272,151127.85,2026-01-04,30
INV002273,155698.3,2025-12-17,15
INV002274,177211.51,2026-02-10,60
INV002275,218686.28,2026-02-14,60
INV002276,341253.57,2025-12-15,0
INV002277,194396.06,2026-01-19,45
INV002278,540806.56,2026-01-24,30
INV002279,412534.88,2025-12-18,15
INV002280,482037.86,2026-01-07,30
INV002281,314280.95,2025-12-30,15
INV002282,365436.39,2025-12-25,15
INV002283,1000047.14,2025-12-04,0
INV002284,1068356.65,2025-12-22,15
INV002285,780526.13,2026-02-05,45
INV002286,1156941.05,2025-12-27,15
INV002287,1323486.09,2026-01-02,15
INV002288,883410.71,2025-12-20,0
INV002289,912697.87,2025-12-15,0
INV002290,1241746.83,2025-12-08,0
INV002291,746102.59,2025-12-11,0
INV002292,997297.34,2026-01-16,30
INV002293,685839.07,2025-12-20,0
INV002294,1231095.67,2025-12-27,15
INV002295,584901.92,2025-12-01,0
INV002296,448144.74,2026-01-18,30
INV002297,447113.46,2025-12-07,0
INV002298,248720.54,2025-12-31,30
INV002299,100686.32,2025-12-01,0
INV002300,366331.01,2026-02-05,45
INV002301,936928.63,2025-12-31,30
INV002302,523187.64,2025-12-23,0
INV002303,338009.25,2025-12-27,0
INV002304,1946330.39,2025-12-20,0
INV002305,594221.06,2025-12-01,0
INV002306,2041421.64,2025-12-04,0
INV002307,1255991.36,2026-02-13,60
INV002308,1055800.04,2025-12-25,0
INV002309,1251228.54,2025-12-17,0
INV002310,701232.54,2025-12-13,0
INV002311,233062.82,2026-01-14,30
INV002312,583329.87,2026-01-03,15
INV002313,778629.06,2025-12-16,0
INV002314,689891.84,2025-12-06,0
INV002315,205983.14,2025-12-02,0
INV002316,77397.31,2026-01-13,30
INV002317,197703.59,2025-12-05,0
INV002318,318231.2,2026-01-11,15
INV002319,361929.3,2025-12-19,0
INV002320,220459.16,2025-12-14,0
INV002321,1247894.41,2025-12-16,0
INV002322,1774722.97,2026-01-12,30
INV002323,448562.44,2025-12-06,0
INV002324,1264292.33,2025-12-27,0
INV002325,1581990.0,2025-12-27,0
INV002326,2241287.34,2025-12-26,15
INV002327,1133057.74,2026-01-10,15
INV002328,761327.26,2025-12-01,0
INV002329,1336831.07,2025-12-05,0
INV002330,1319882.86,2025-12-19,0
INV002331,341559.19,2026-01-15,45
INV002332,490331.88,2025-12-11,0
INV002333,893417.78,2025-12-27,0
INV002334,616442.43,2025-12-05,0
INV002335,572622.58,2025-12-22,0
INV002336,276095.18,2025-12-18,15
INV002337,378943.16,2025-12-11,0
INV002338,482169.49,2025-12-07,0
INV002339,430527.71,2025-12-31,15
INV002340,874831.46,2026-01-07,15
INV002341,1005130.96,2025-12-22,0
INV002342,922009.69,2025-12-26,0
INV002343,257141.74,2026-01-10,15
INV002344,596319.57,2025-12-11,0
INV002345,868553.22,2026-01-05,15
INV002346,362724.71,2025-12-26,15
INV002347,396022.1,2026-01-17,45
INV002348,205285.97,2025-12-09,0
INV002349,692749.02,2026-01-25,30
INV002350,896511.64,2025-12-13,0
INV002351,554361.08,2026-01-26,30
INV002352,719410.8,2025-12-14,0
INV002353,184293.89,2025-12-11,0
INV002354,295480.77,2025-12-08,0
INV002355,312073.43,2026-01-24,45
INV002356,244339.35,2026-01-07,15
INV002357,213626.84,2025-12-16,15
INV002358,388741.58,2025-12-22,0
INV002359,390975.19,2026-02-06,60
INV002360,526619.48,2026-01-10,30
INV002361,366827.69,2025-12-15,0
INV002362,386640.65,2025-12-10,0
INV002363,221608.17,2025-12-27,0
INV002364,511046.74,2025-12-15,0
INV002365,1913717.8,2025-12-09,0
INV002366,1819032.7,2026-01-09,30
INV002367,1206356.61,2026-01-09,15
INV002368,852627.23,2025-12-28,15
INV002369,1195006.63,2026-01-03,30
INV002370,582673.33,2025-12-03,0
INV002371,1188526.06,2026-01-29,45
INV002372,773740.02,2025-12-26,0
INV002373,688119.1,2025-12-11,0
INV002374,850824.92,2025-12-06,0
INV002375,323844.91,2025-12-26,0
INV002376,979889.85,2026-01-01,15
INV002377,531138.6,2026-01-01,30
INV002378,711980.23,2026-01-15,45
INV002379,523704.96,2025-12-25,0
INV002380,1140156.27,2025-12-23,0
INV002381,1594239.16,2025-12-23,0
INV002382,174727.18,2025-12-06,0
INV002383,195871.36,2025-12-05,0
INV002384,164762.42,2025-12-12,0
INV002385,130242.68,2026-01-18,45
INV002386,172398.96,2026-01-14,30
INV002387,151698.42,2025-12-27,0
INV002388,166133.68,2025-12-23,15
INV002389,168001.18,2026-01-31,45
INV002390,168727.75,2025-12-24,15
INV002391,74011.59,2026-03-06,90
INV002392,1098356.46,2025-12-12,0
INV002393,641177.52,2026-01-09,15
INV002394,1202437.87,2026-01-08,15
INV002395,297837.02,2025-12-15,0
INV002396,521728.33,2025-12-19,15
INV002397,304553.01,2025-12-20,15
INV002398,793696.87,2026-02-08,45
INV002399,671294.54,2026-01-03,30
INV002400,612441.51,2025-12-15,0
INV002401,770274.21,2025-12-24,0
INV002402,1301265.37,2026-01-15,30
INV002403,1108119.79,2025-12-21,15
INV002404,1141905.03,2026-02-21,60
INV002405,635338.17,2025-12-19,0
INV002406,995064.1,2025-12-18,0
INV002407,212551.32,2026-02-05,45
INV002408,255016.53,2025-12-04,0
INV002409,504758.24,2025-12-23,0
INV002410,411710.06,2025-12-11,0
INV002411,374930.15,2026-01-16,30
INV002412,439552.73,2026-01-19,30
INV002413,172940.83,2025-12-25,0
INV002414,351442.21,2026-01-17,30
INV002415,890810.91,2025-12-06,0
INV002416,390805.02,2025-12-16,0
INV002417,1276070.2,2025-12-02,0
INV002418,1251741.44,2026-01-25,45
INV002419,1931222.81,2025-12-18,15
INV002420,262728.01,2025-12-27,0
INV002421,425265.17,2025-12-23,0
INV002422,515760.77,2025-12-02,0
INV002423,361432.07,2026-02-06,60
INV002424,467645.25,2026-01-02,30
INV002425,718374.83,2025-12-18,0
INV002426,59103.66,2025-12-26,0
INV002427,302457.96,2025-12-10,0
INV002428,171974.44,2026-02-25,60
INV002429,54575.45,2025-12-02,0
INV002430,241811.76,2025-12-21,0
INV002431,113493.12,2025-12-04,0
INV002432,134930.42,2026-02-04,60
INV002433,272246.3,2025-12-27,0
INV002434,85196.37,2025-12-18,0
INV002435,116942.73,2025-12-21,0
INV002436,224350.96,2025-12-04,0
INV002437,168019.34,2026-01-11,15
INV002438,1157396.93,2025-12-30,15
INV002439,1262875.55,2025-12-08,0
INV002440,209724.59,2026-01-11,15
INV002441,250920.01,2025-12-15,0
INV002442,860320.31,2025-12-17,0
INV002443,623221.89,2026-02-13,60
INV002444,752304.64,2025-12-26,0
INV002445,793993.2,2025-12-24,15
INV002446,226127.78,2026-01-09,30
INV002447,491036.06,2026-01-17,30
INV002448,208341.7,2025-12-08,0
INV002449,483755.43,2026-01-02,15
INV002450,163596.83,2025-12-01,0
INV002451,555631.53,2025-12-06,0
INV002452,665563.02,2025-12-16,0
INV002453,679388.87,2026-01-25,30
INV002454,711432.41,2025-12-14,0
INV002455,387961.15,2025-12-25,0
INV002456,328318.28,2026-01-11,15
INV002457,209781.64,2025-12-18,0
INV002458,480274.25,2025-12-17,0
INV002459,375017.64,2025-12-15,0
INV002460,209868.59,2025-12-12,0
INV002461,344108.6,2026-02-12,60
INV002462,282193.99,2025-12-21,0
INV002463,439453.79,2026-01-01,15
INV002464,287724.28,2026-01-08,15
INV002465,362966.34,2025-12-08,0
INV002466,685540.65,2025-12-25,0
INV002467,261033.34,2025-12-16,0
INV002468,217608.71,2025-12-26,0
INV002469,676719.33,2025-12-09,0
INV002470,110343.06,2025-12-19,0
INV002471,379450.31,2025-12-04,0
INV002472,360744.26,2026-01-22,0
INV002473,92295.44,2026-01-10,0
INV002474,74323.86,2026-01-08,0
INV002475,267827.61,2026-01-13,0
INV002476,82964.23,2026-01-16,15
INV002477,1319686.74,2026-01-02,0
INV002478,1638040.19,2026-01-02,0
INV002479,1794830.63,2026-01-31,15
INV002480,795193.25,2026-01-11,0
INV002481,1105906.01,2026-02-24,45
INV002482,766049.97,2026-01-04,0
INV002483,771397.58,2026-02-21,30
INV002484,798761.39,2026-02-06,30
INV002485,611544.91,2026-01-07,0
INV002486,997020.06,2026-01-26,0
INV002487,682271.19,2026-01-08,0
INV002488,289164.94,2026-01-03,0
INV002489,1080281.57,2026-01-13,0
INV002490,551171.6,2026-01-23,0
INV002491,773482.01,2026-01-07,0
INV002492,790398.45,2026-01-10,0
INV002493,400638.78,2026-01-11,0
INV002494,214340.56,2026-02-22,30
INV002495,210666.79,2026-01-11,0
INV002496,325955.1,2026-01-06,0
INV002497,564222.68,2026-03-04,60
INV002498,989936.52,2026-01-31,15
INV002499,165994.14,2026-01-18,15
INV002500,594746.27,2026-01-20,0
INV002501,444887.47,2026-01-01,0
INV002502,1070187.87,2026-02-16,45
INV002503,940785.53,2026-01-29,15
INV002504,233821.56,2026-02-07,15
INV002505,750567.96,2026-01-09,0
INV002506,923168.96,2026-01-24,0
INV002507,975554.52,2026-01-15,0
INV002508,690159.79,2026-01-24,0
INV002509,654993.54,2026-02-08,30
INV002510,428035.35,2026-01-05,0
INV002511,435487.72,2026-01-22,0
INV002512,392561.46,2026-02-10,15
INV002513,634743.44,2026-01-23,0
INV002514,667833.58,2026-03-13,45
INV002515,724286.27,2026-01-16,15
INV002516,634744.75,2026-03-04,60
INV002517,262906.85,2026-02-02,30
INV002518,502242.93,2026-01-20,0
INV002519,146525.93,2026-01-19,0
INV002520,453052.23,2026-01-14,0
INV002521,84409.41,2026-01-23,0
INV002522,398617.43,2026-01-17,0
INV002523,388298.78,2026-01-18,0
INV002524,502953.85,2026-01-04,0
INV002525,196203.42,2026-01-05,0
INV002526,550861.81,2026-02-16,30
INV002527,90813.27,2026-01-08,0
INV002528,547889.09,2026-01-28,15
INV002529,65436.73,2026-02-04,15
INV002530,1134054.44,2026-01-16,0
INV002531,499839.83,2026-01-23,0
INV002532,1404121.55,2026-01-22,15
INV002533,1388816.64,2026-01-07,0
INV002534,701033.53,2026-02-18,45
INV002535,1237322.07,2026-02-08,30
INV002536,1119323.36,2026-01-26,0
INV002537,439545.87,2026-01-04,0
INV002538,540572.05,2026-01-13,0
INV002539,1313352.71,2026-02-10,30
INV002540,648878.54,2026-01-21,15
INV002541,1501096.23,2026-01-22,0
INV002542,358446.58,2026-01-06,0
INV002543,830720.97,2026-02-03,30
INV002544,278910.71,2026-01-16,0
INV002545,888394.35,2026-02-13,30
INV002546,437352.5,2026-01-21,0
INV002547,601491.49,2026-01-18,0
INV002548,889749.25,2026-01-18,0
INV002549,964490.2,2026-01-12,0
INV002550,586005.67,2026-02-07,30
INV002551,202031.59,2026-01-23,15
INV002552,245830.59,2026-03-10,60
INV002553,80368.02,2026-01-21,0
INV002554,238904.4,2026-01-23,0
INV002555,165977.58,2026-02-25,30
INV002556,65268.98,2026-02-26,30
INV002557,244454.74,2026-01-02,0
INV002558,285481.28,2026-01-22,0
INV002559,72018.53,2026-03-24,60
INV002560,294947.49,2026-02-04,15
INV002561,254087.27,2026-01-20,15
INV002562,1104065.74,2026-01-06,0
INV002563,1032857.6,2026-03-10,60
INV002564,1053530.26,2026-01-10,0
INV002565,732519.51,2026-01-23,15
INV002566,502090.18,2026-01-09,0
INV002567,898665.46,2026-01-23,0
INV002568,872578.73,2026-01-15,0
INV002569,749106.93,2026-01-27,0
INV002570,523625.43,2026-04-02,90
INV002571,951312.94,2026-01-25,0
INV002572,931363.49,2026-01-22,0
INV002573,914960.49,2026-02-08,15
INV002574,477852.91,2026-02-22,30
INV002575,478270.89,2026-01-15,0
INV002576,463047.64,2026-01-08,0
INV002577,156354.07,2026-01-18,0
INV002578,324283.21,2026-01-24,0
INV002579,488552.35,2026-01-06,0
INV002580,299016.4,2026-01-19,0
INV002581,124921.57,2026-03-03,60
INV002582,131805.96,2026-01-07,0
INV002583,371026.89,2026-01-07,0
INV002584,429017.57,2026-02-10,30
INV002585,333401.44,2026-03-03,45
INV002586,297599.98,2026-01-10,0
INV002587,1997666.87,2026-01-23,15
INV002588,816183.43,2026-01-04,0
INV002589,2059157.42,2026-01-06,0
INV002590,1637691.81,2026-01-07,0
INV002591,1915032.66,2026-01-17,15
INV002592,1086420.91,2026-01-06,0
INV002593,1799312.71,2026-01-09,0
INV002594,1334591.3,2026-01-15,0
INV002595,998381.25,2026-02-01,15
INV002596,1115959.57,2026-01-03,0
INV002597,622112.28,2026-01-10,0
INV002598,642518.04,2026-03-23,60
INV002599,488516.32,2026-01-19,0
INV002600,504982.02,2026-01-16,0
INV002601,394118.29,2026-02-04,15
INV002602,422843.88,2026-03-08,45
INV002603,514373.11,2026-03-17,60
INV002604,713542.53,2026-02-15,30
INV002605,621767.69,2026-01-27,0
INV002606,187710.67,2026-01-27,0
INV002607,147289.61,2026-01-24,0
INV002608,283112.59,2026-01-20,0
INV002609,174276.24,2026-01-15,0
INV002610,256815.62,2026-01-31,15
INV002611,207639.15,2026-01-16,0
INV002612,339708.2,2026-01-15,0
INV002613,250982.72,2026-01-19,0
INV002614,783545.5,2026-01-01,0
INV002615,1306584.02,2026-01-24,0
INV002616,553740.95,2026-01-30,15
INV002617,307341.36,2026-01-23,0
INV002618,713724.57,2026-01-21,15
INV002619,309804.25,2026-02-05,15
INV002620,756171.61,2026-02-19,30
INV002621,366929.67,2026-04-20,90
INV002622,567554.66,2026-01-04,0
INV002623,830592.14,2026-01-22,0
INV002624,539938.65,2026-01-30,15
INV002625,1033325.62,2026-01-19,0
INV002626,312657.99,2026-01-31,15
INV002627,1063842.52,2026-01-09,0
INV002628,296793.22,2026-02-26,45
INV002629,89497.73,2026-01-16,0
INV002630,172818.94,2026-01-24,15
INV002631,541376.7,2026-01-25,0
INV002632,147269.88,2026-02-16,30
INV002633,442234.29,2026-01-02,0
INV002634,619534.6,2026-01-01,0
INV002635,257889.37,2026-01-02,0
INV002636,89096.15,2026-01-24,0
INV002637,242796.4,2026-01-20,15
INV002638,180322.47,2026-02-14,30
INV002639,508664.16,2026-04-04,90
INV002640,206176.49,2026-01-18,15
INV002641,185155.57,2026-01-10,0
INV002642,348376.63,2026-01-23,15
INV002643,972152.76,2026-01-09,0
INV002644,145905.74,2026-01-19,15
INV002645,482092.47,2026-01-16,15
INV002646,988264.06,2026-01-15,0
INV002647,306817.64,2026-01-14,0
INV002648,362637.77,2026-01-26,15
INV002649,371085.95,2026-02-05,30
INV002650,920391.22,2026-01-22,15
INV002651,759698.44,2026-01-10,0
INV002652,388930.14,2026-01-17,0
INV002653,498342.88,2026-02-03,30
INV002654,638628.05,2026-01-14,0
INV002655,763989.78,2026-01-02,0
INV002656,114158.89,2026-02-16,30
INV002657,717375.65,2026-01-31,30
INV002658,394821.82,2026-02-10,15
INV002659,570691.13,2026-02-07,30
INV002660,108586.81,2026-01-16,15
INV002661,494574.46,2026-02-11,30
INV002662,292054.68,2026-01-14,0
INV002663,663695.09,2026-02-17,30
INV002664,962188.31,2026-01-01,0
INV002665,1768245.71,2026-01-24,0
INV002666,818942.23,2026-02-17,30
INV002667,534576.99,2026-01-02,0
INV002668,1620149.41,2026-01-23,0
INV002669,774734.84,2026-03-20,60
INV002670,1832825.32,2026-01-18,0
INV002671,1683302.64,2026-01-21,0
INV002672,1613163.6,2026-01-17,0
INV002673,1196316.76,2026-01-24,0
INV002674,1670080.62,2026-02-15,45
INV002675,1290730.66,2026-01-21,0
INV002676,453108.0,2026-01-02,0
INV002677,661797.08,2026-01-07,0
INV002678,326068.62,2026-01-18,0
INV002679,668564.4,2026-01-25,15
INV002680,517112.35,2026-02-24,30
INV002681,664538.87,2026-02-01,15
INV002682,53162.51,2026-01-20,0
INV002683,47580.57,2026-02-04,15
INV002684,165047.48,2026-02-16,30
INV002685,139151.46,2026-01-21,0
INV002686,265803.02,2026-02-02,30
INV002687,125623.73,2026-01-06,0
INV002688,34081.68,2026-01-06,0
INV002689,185031.39,2026-02-18,30
INV002690,200638.61,2026-02-21,30
INV002691,41367.64,2026-02-14,30
INV002692,164933.39,2026-01-09,0
INV002693,831731.2,2026-02-06,15
INV002694,658752.88,2026-03-17,60
INV002695,1122556.15,2026-01-26,0
INV002696,370415.01,2026-02-03,15
INV002697,662501.63,2026-03-06,60
INV002698,657323.22,2026-01-27,0
INV002699,270960.08,2026-01-10,0
INV002700,1055036.88,2026-02-09,30
INV002701,499338.11,2026-02-17,30
INV002702,393363.31,2026-02-23,45
INV002703,412133.13,2026-02-12,30
INV002704,900678.18,2026-01-05,0
INV002705,922055.5,2026-02-21,30
INV002706,1086856.97,2026-01-27,0
INV002707,394283.55,2026-01-17,0
INV002708,66068.54,2026-01-19,0
