Invoice_No,Date,Employee_ID,Customer_ID,Product_ID,Revenue,Margin,Discount_Pct,Invoice_Value,Month,Year,Quarter,Region,Division,Employee_Name,Designation,Performance_Tier,Customer_Name,Segment,Industry,Customer_Tier,Product_Name,Product_Division,Base_Margin_Pct,Unit_Count,Unit_Label
INV001268,2025-10-22,EMP006,CUST0125,PRD011,1133569.89,193610.93,0.73,1171848.23,Oct,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 125,VIP,FMCG,Healthy,Cold Chain,Logistics,17.3,76,Shipments
INV001269,2025-10-07,EMP006,CUST0123,PRD010,299891.83,55542.1,4.26,289153.06,Oct,2025,Q4,North,Logistics,Rep 6,Sales Executive,Healthy,India B2B Account 123,Growth,Pharma,Healthy,Last-Mile,Logistics,19.8,8,Shipments
INV001270,2025-10-05,EMP007,CUST0047,PRD002,567433.54,64901.1,2.54,587206.14,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 47,Growth,Electronics,Healthy,International Express,Express,12.2,2386,Parcels
INV001271,2025-10-20,EMP007,CUST0072,PRD001,461421.38,48772.1,1.1,462572.59,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 72,Growth,E-commerce,Healthy,Domestic Express,Express,10.9,1923,Parcels
INV001272,2025-10-25,EMP007,CUST0003,PRD003,582246.46,71033.93,4.33,605716.56,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,Reliance Retail,Growth,FMCG,Healthy,Same-Day,Express,13.5,2896,Parcels
INV001273,2025-10-17,EMP007,CUST0124,PRD002,616538.92,67435.01,4.21,645691.09,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 124,Growth,Auto,Healthy,International Express,Express,12.2,2466,Parcels
INV001274,2025-10-26,EMP007,CUST0139,PRD004,647035.26,83148.19,3.16,670152.55,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 139,VIP,FMCG,Healthy,COD Services,Express,13.8,2438,Parcels
INV001275,2025-10-04,EMP007,CUST0147,PRD004,136423.79,17207.47,3.96,130359.8,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 147,Growth,Textile,Healthy,COD Services,Express,13.8,607,Parcels
INV001276,2025-10-13,EMP007,CUST0062,PRD002,219197.04,23908.94,4.31,220497.34,Oct,2025,Q4,South,Express,Rep 7,Regional Director,Healthy,India B2B Account 62,Standard,Healthcare,Healthy,International Express,Express,12.2,665,Parcels
INV001277,2025-10-21,EMP008,CUST0162,PRD008,1452711.94,162637.06,2.68,1498522.16,Oct,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 162,Standard,Auto,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV001278,2025-10-03,EMP008,CUST0027,PRD007,1896010.11,469951.62,3.38,1929545.85,Oct,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,Zepto Dark Store,Standard,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001279,2025-10-07,EMP008,CUST0066,PRD007,1556228.61,385915.98,3.34,1529931.8,Oct,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001280,2025-10-12,EMP008,CUST0118,PRD005,714723.17,76569.09,4.29,708517.98,Oct,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 118,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV001281,2025-10-11,EMP008,CUST0045,PRD007,1498381.27,367035.39,4.35,1512127.03,Oct,2025,Q4,East,Freight Forward,Rep 8,Regional Director,Healthy,India B2B Account 45,VIP,FMCG,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001282,2025-10-09,EMP009,CUST0107,PRD012,214546.09,37997.58,3.96,213032.34,Oct,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 107,VIP,Auto,Healthy,E-commerce Fulfillment,Logistics,18.9,4,Shipments
INV001283,2025-10-17,EMP009,CUST0170,PRD009,1224693.64,241823.06,1.18,1213747.47,Oct,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 170,Growth,Manufacturing,Healthy,Warehousing,Logistics,20.1,34,Shipments
INV001284,2025-10-26,EMP009,CUST0152,PRD010,466137.64,87595.29,3.36,488418.95,Oct,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 152,Standard,Auto,Healthy,Last-Mile,Logistics,19.8,14,Shipments
INV001285,2025-10-21,EMP009,CUST0089,PRD011,688355.96,111846.8,3.51,716501.06,Oct,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 89,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,24,Shipments
INV001286,2025-10-16,EMP009,CUST0195,PRD009,910572.38,162473.97,7.52,929660.48,Oct,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,Galaxy Electronics,Risk,FMCG,Focus,Warehousing,Logistics,20.1,22,Shipments
INV001287,2025-10-15,EMP010,CUST0159,PRD001,430353.92,41411.94,4.26,415575.39,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 159,Standard,Textile,Healthy,Domestic Express,Express,10.9,1499,Parcels
INV001288,2025-10-06,EMP010,CUST0081,PRD002,125549.24,13651.58,4.42,124598.89,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 81,Growth,E-commerce,Healthy,International Express,Express,12.2,583,Parcels
INV001289,2025-10-13,EMP010,CUST0097,PRD002,540972.91,62014.83,2.45,514401.62,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 97,Standard,Healthcare,Healthy,International Express,Express,12.2,3084,Parcels
INV001290,2025-10-09,EMP010,CUST0094,PRD004,543087.82,72759.69,1.34,549347.67,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 94,VIP,Pharma,Healthy,COD Services,Express,13.8,1916,Parcels
INV001291,2025-10-04,EMP010,CUST0014,PRD004,460685.2,57689.35,4.26,445620.18,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,Lupin Labs,Growth,Electronics,Healthy,COD Services,Express,13.8,2892,Parcels
INV001292,2025-10-24,EMP010,CUST0043,PRD001,228804.64,24417.77,0.76,223417.36,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 43,VIP,Auto,Healthy,Domestic Express,Express,10.9,739,Parcels
INV001293,2025-10-24,EMP010,CUST0179,PRD001,102261.35,10343.95,2.62,101771.73,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 179,Growth,Electronics,Healthy,Domestic Express,Express,10.9,506,Parcels
INV001294,2025-10-07,EMP010,CUST0196,PRD001,151696.09,12100.68,9.74,155120.17,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,Nova FMCG Depot,Standard,Manufacturing,Focus,Domestic Express,Express,10.9,389,Parcels
INV001295,2025-10-08,EMP010,CUST0126,PRD004,470953.07,60889.38,2.9,475765.98,Oct,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 126,VIP,Healthcare,Healthy,COD Services,Express,13.8,1289,Parcels
INV001296,2025-10-20,EMP011,CUST0186,PRD005,448603.39,39447.66,10.69,452298.53,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,North Star Pharma,Standard,Auto,Focus,Air Freight,Freight Forward,12.0,2,Shipments
INV001297,2025-10-26,EMP011,CUST0043,PRD006,1380410.93,182193.16,2.01,1391280.95,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 43,VIP,Auto,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV001298,2025-10-26,EMP011,CUST0128,PRD008,805589.13,91408.18,2.18,821581.22,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 128,VIP,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV001299,2025-10-06,EMP011,CUST0176,PRD006,1262619.22,158668.38,4.11,1300533.62,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 176,VIP,Electronics,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV001300,2025-10-12,EMP011,CUST0149,PRD005,1113285.97,131334.02,0.68,1143321.56,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 149,Growth,Electronics,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV001301,2025-10-21,EMP011,CUST0030,PRD006,654764.67,87148.81,1.63,644158.46,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,Boat Lifestyle,Growth,Auto,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV001302,2025-10-07,EMP011,CUST0109,PRD008,572459.92,62159.82,3.81,549144.96,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 109,VIP,Healthcare,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV001303,2025-10-09,EMP011,CUST0040,PRD007,1144916.62,281503.17,4.04,1159103.73,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 40,Growth,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001304,2025-10-06,EMP011,CUST0176,PRD007,626572.96,158123.65,1.88,619775.55,Oct,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 176,VIP,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001305,2025-10-11,EMP012,CUST0100,PRD012,967116.0,173348.29,3.25,1013162.01,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 100,VIP,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,42,Shipments
INV001306,2025-10-05,EMP012,CUST0029,PRD010,1300684.46,244814.69,3.26,1312686.99,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,Urban Company,Growth,Manufacturing,Healthy,Last-Mile,Logistics,19.8,69,Shipments
INV001307,2025-10-25,EMP012,CUST0098,PRD012,914094.74,165122.06,2.79,917705.44,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 98,VIP,Auto,Healthy,E-commerce Fulfillment,Logistics,18.9,30,Shipments
INV001308,2025-10-15,EMP012,CUST0152,PRD010,1062060.33,202200.56,2.54,1012561.9,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 152,Standard,Auto,Healthy,Last-Mile,Logistics,19.8,27,Shipments
INV001309,2025-10-11,EMP012,CUST0188,PRD012,672146.16,108646.1,9.12,692423.11,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,Prime Retail Hub,Risk,Pharma,Focus,E-commerce Fulfillment,Logistics,18.9,43,Shipments
INV001310,2025-10-05,EMP012,CUST0177,PRD012,331045.84,58398.1,4.2,344417.5,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 177,Standard,Textile,Healthy,E-commerce Fulfillment,Logistics,18.9,8,Shipments
INV001311,2025-10-06,EMP012,CUST0094,PRD012,711713.79,131715.13,1.31,677692.21,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 94,VIP,Pharma,Healthy,E-commerce Fulfillment,Logistics,18.9,24,Shipments
INV001312,2025-10-20,EMP012,CUST0197,PRD010,877168.64,153939.8,7.5,865819.98,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,Zenith Export House,Standard,Textile,Focus,Last-Mile,Logistics,19.8,21,Shipments
INV001313,2025-10-18,EMP012,CUST0072,PRD012,1296420.2,236410.5,2.21,1357783.23,Oct,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 72,Growth,E-commerce,Healthy,E-commerce Fulfillment,Logistics,18.9,26,Shipments
INV001314,2025-10-02,EMP013,CUST0121,PRD001,557339.16,56075.13,2.8,552569.11,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 121,Growth,Pharma,Healthy,Domestic Express,Express,10.9,3165,Parcels
INV001315,2025-10-06,EMP013,CUST0171,PRD002,518720.76,60464.4,1.81,540552.74,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 171,Growth,FMCG,Healthy,International Express,Express,12.2,1379,Parcels
INV001316,2025-10-19,EMP013,CUST0049,PRD004,167812.96,20994.69,4.3,170423.38,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 49,VIP,Electronics,Healthy,COD Services,Express,13.8,1041,Parcels
INV001317,2025-10-01,EMP013,CUST0098,PRD001,598005.44,59923.56,2.93,621551.06,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 98,VIP,Auto,Healthy,Domestic Express,Express,10.9,3602,Parcels
INV001318,2025-10-15,EMP013,CUST0183,PRD002,453603.33,44637.69,7.86,433605.79,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,Apollo Hospitals,Risk,Electronics,Focus,International Express,Express,12.2,1951,Parcels
INV001319,2025-10-14,EMP013,CUST0184,PRD004,281829.36,29829.38,10.72,272464.91,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,Fortis Healthcare,Risk,Manufacturing,Focus,COD Services,Express,13.8,1785,Parcels
INV001320,2025-10-11,EMP013,CUST0028,PRD002,105324.27,12192.77,2.08,101515.64,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,International Express,Express,12.2,318,Parcels
INV001321,2025-10-17,EMP013,CUST0110,PRD004,464566.07,62295.56,1.3,476962.93,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 110,Growth,Electronics,Healthy,COD Services,Express,13.8,1749,Parcels
INV001322,2025-10-16,EMP013,CUST0045,PRD001,283053.57,30144.66,0.83,292323.84,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 45,VIP,FMCG,Healthy,Domestic Express,Express,10.9,905,Parcels
INV001323,2025-10-18,EMP013,CUST0199,PRD003,620993.34,63955.07,10.67,602028.73,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,Urban Fresh Supply,Standard,Healthcare,Focus,Same-Day,Express,13.5,2542,Parcels
INV001324,2025-10-14,EMP013,CUST0132,PRD004,164488.1,20528.55,4.4,168207.78,Oct,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 132,Standard,FMCG,Healthy,COD Services,Express,13.8,555,Parcels
INV001325,2025-10-21,EMP014,CUST0049,PRD008,1998760.54,229143.34,1.79,1993263.97,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 49,VIP,Electronics,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV001326,2025-10-04,EMP014,CUST0079,PRD006,1223674.02,165479.29,0.92,1183008.19,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 79,Growth,Healthcare,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV001327,2025-10-10,EMP014,CUST0189,PRD005,755902.6,68679.1,9.71,789852.46,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Eastern Cold Chain,Standard,Healthcare,Focus,Air Freight,Freight Forward,12.0,2,Shipments
INV001328,2025-10-02,EMP014,CUST0135,PRD005,1561955.7,177312.07,2.16,1589078.36,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 135,Standard,Textile,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV001329,2025-10-10,EMP014,CUST0050,PRD005,1592558.99,181205.56,2.07,1547835.81,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 50,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV001330,2025-10-18,EMP014,CUST0137,PRD008,516196.21,56884.3,3.27,524834.44,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 137,Growth,Textile,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV001331,2025-10-25,EMP014,CUST0188,PRD008,877941.79,89140.62,6.16,861112.07,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Prime Retail Hub,Risk,Pharma,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV001332,2025-10-21,EMP014,CUST0092,PRD007,1985975.6,488661.11,3.98,1947413.75,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 92,Standard,Textile,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001333,2025-10-15,EMP014,CUST0078,PRD005,413103.29,44299.85,4.25,428261.44,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 78,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV001334,2025-10-09,EMP014,CUST0154,PRD007,1341061.73,331086.29,3.71,1337796.53,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 154,Standard,FMCG,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001335,2025-10-03,EMP014,CUST0035,PRD008,1371526.37,159025.12,1.35,1396890.89,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 35,VIP,Healthcare,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV001336,2025-10-06,EMP014,CUST0067,PRD005,1032598.47,113273.72,3.43,997872.5,Oct,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 67,Growth,Manufacturing,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV001337,2025-10-06,EMP015,CUST0100,PRD012,702505.5,126434.17,3.01,677276.62,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 100,VIP,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,30,Shipments
INV001338,2025-10-25,EMP015,CUST0005,PRD011,1082814.05,175208.96,3.73,1050287.63,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,Apollo Pharmacy,VIP,Healthcare,Healthy,Cold Chain,Logistics,17.3,49,Shipments
INV001339,2025-10-01,EMP015,CUST0116,PRD012,870186.78,161953.72,0.96,904606.24,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 116,Growth,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,23,Shipments
INV001340,2025-10-25,EMP015,CUST0029,PRD011,675881.5,112889.31,1.99,679508.06,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,Urban Company,Growth,Manufacturing,Healthy,Cold Chain,Logistics,17.3,14,Shipments
INV001341,2025-10-09,EMP015,CUST0198,PRD009,954307.72,169852.57,7.67,917762.44,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,CarePlus Diagnostics,Risk,Electronics,Focus,Warehousing,Logistics,20.1,52,Shipments
INV001342,2025-10-06,EMP015,CUST0076,PRD010,594758.36,112333.13,3.04,599305.17,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 76,VIP,Healthcare,Healthy,Last-Mile,Logistics,19.8,38,Shipments
INV001343,2025-10-04,EMP015,CUST0035,PRD012,598715.86,109220.38,2.19,598517.82,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 35,VIP,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,14,Shipments
INV001344,2025-10-09,EMP015,CUST0102,PRD012,356158.12,65130.55,2.04,373017.01,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 102,Standard,Electronics,Healthy,E-commerce Fulfillment,Logistics,18.9,8,Shipments
INV001345,2025-10-10,EMP015,CUST0102,PRD010,759021.25,143053.56,3.18,754084.09,Oct,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 102,Standard,Electronics,Healthy,Last-Mile,Logistics,19.8,29,Shipments
INV001346,2025-10-24,EMP016,CUST0001,PRD003,364986.11,45411.2,3.53,382601.97,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,Same-Day,Express,13.5,1502,Parcels
INV001347,2025-10-05,EMP016,CUST0144,PRD003,386913.26,47779.31,3.84,403643.93,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 144,Standard,FMCG,Healthy,Same-Day,Express,13.5,2236,Parcels
INV001348,2025-10-26,EMP016,CUST0054,PRD001,453506.51,43962.08,4.02,461715.75,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 54,Standard,Healthcare,Healthy,Domestic Express,Express,10.9,1215,Parcels
INV001349,2025-10-18,EMP016,CUST0124,PRD002,229486.89,27408.6,0.86,237007.52,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 124,Growth,Auto,Healthy,International Express,Express,12.2,1121,Parcels
INV001350,2025-10-01,EMP016,CUST0199,PRD004,250663.92,29728.0,6.47,245152.79,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Urban Fresh Supply,Standard,Healthcare,Focus,COD Services,Express,13.8,1006,Parcels
INV001351,2025-10-27,EMP016,CUST0152,PRD003,255360.5,32400.74,2.71,262766.92,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 152,Standard,Auto,Healthy,Same-Day,Express,13.5,1464,Parcels
INV001352,2025-10-13,EMP016,CUST0102,PRD004,389129.21,53079.26,0.53,370651.55,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 102,Standard,Electronics,Healthy,COD Services,Express,13.8,1261,Parcels
INV001353,2025-10-21,EMP016,CUST0159,PRD004,491775.71,64646.12,2.18,506460.69,Oct,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 159,Standard,Textile,Healthy,COD Services,Express,13.8,2773,Parcels
INV001354,2025-10-09,EMP017,CUST0169,PRD007,824737.01,207460.07,2.15,854734.31,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 169,Standard,Textile,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV001355,2025-10-27,EMP017,CUST0023,PRD006,1437254.62,194280.91,0.94,1479258.89,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,Titan Company,VIP,FMCG,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV001356,2025-10-05,EMP017,CUST0170,PRD008,1939578.44,225234.96,1.29,1857910.49,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 170,Growth,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV001357,2025-10-13,EMP017,CUST0186,PRD008,1395705.12,130817.4,8.76,1454217.65,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,North Star Pharma,Standard,Auto,Focus,Project Cargo,Freight Forward,12.0,1,Shipments
INV001358,2025-10-23,EMP017,CUST0118,PRD006,1391468.9,181525.3,2.51,1376123.99,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 118,Growth,Pharma,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV001359,2025-10-22,EMP017,CUST0124,PRD007,891939.47,223986.14,2.29,918864.62,Oct,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 124,Growth,Auto,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
